"","Team","GP","TOI","W","L","OTL","ROW","Points","Point %","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","SCSF","SCSA","SCSF%","SCGF","SCGA","SCGF%","SCSH%","SCSV%","HDCF","HDCA","HDCF%","HDSF","HDSA","HDSF%","HDGF","HDGA","HDGF%","HDSH%","HDSV%","MDCF","MDCA","MDCF%","MDSF","MDSA","MDSF%","MDGF","MDGA","MDGF%","MDSH%","MDSV%","LDCF","LDCA","LDCF%","LDSF","LDSA","LDSF%","LDGF","LDGA","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"1","San Jose Sharks","17","827.3167","5","9","3","4","13","0.382","753","814","48.05","550","605","47.62","399","423","48.54","33","44","42.86","36.45","35.89","50.38","409","430","48.75","246","242","50.41","23","39","37.10","9.35","83.88","174","153","53.21","127","109","53.81","11","20","35.48","8.66","81.65","235","277","45.90","119","133","47.22","12","19","38.71","10.08","85.71","295","335","46.83","135","154","46.71","10","5","66.67","7.41","96.75","8.27","89.60","0.979"
"2","Nashville Predators","15","678.8667","6","8","1","5","13","0.433","674","655","50.71","489","477","50.62","330","344","48.96","27","32","45.76","30.7","29.62","50.89","338","338","50.00","171","192","47.11","22","28","44.00","12.87","85.42","122","134","47.66","80","93","46.24","16","16","50.00","20.00","82.80","216","204","51.43","91","99","47.89","6","12","33.33","6.59","87.88","290","266","52.16","144","134","51.80","5","4","55.56","3.47","97.01","8.18","90.70","0.989"
"3","Tampa Bay Lightning","15","674.8","8","6","1","8","17","0.567","639","623","50.63","466","451","50.82","336","326","50.76","31","33","48.44","30.9","30.16","50.61","371","358","50.89","197","188","51.17","23","31","42.59","11.68","83.51","163","137","54.33","106","92","53.54","15","17","46.88","14.15","81.52","208","221","48.48","91","96","48.66","8","14","36.36","8.79","85.42","228","226","50.22","124","126","49.60","8","2","80.00","6.45","98.41","9.23","89.88","0.991"
"4","New York Rangers","17","802.5333","8","6","3","8","19","0.559","791","678","53.85","596","480","55.39","425","359","54.21","33","33","50.00","38.42","30.48","55.76","432","352","55.10","237","194","54.99","28","29","49.12","11.81","85.05","178","142","55.63","121","103","54.02","19","18","51.35","15.70","82.52","254","210","54.74","116","91","56.04","9","11","45.00","7.76","87.91","306","277","52.49","174","150","53.70","5","4","55.56","2.87","97.33","7.76","90.81","0.986"
"5","Vegas Golden Knights","16","790.7167","13","3","0","13","26","0.813","783","798","49.53","575","537","51.71","433","382","53.13","38","27","58.46","39.73","31.35","55.90","434","393","52.48","260","202","56.28","33","24","57.89","12.69","88.12","193","141","57.78","142","94","60.17","18","14","56.25","12.68","85.11","241","252","48.88","118","108","52.21","15","10","60.00","12.71","90.74","285","333","46.12","147","157","48.36","5","2","71.43","3.40","98.73","8.78","92.93","1.017"
"6","Los Angeles Kings","18","821.35","10","7","1","9","21","0.583","829","743","52.74","609","528","53.56","434","380","53.32","39","38","50.65","37.4","31.43","54.34","416","371","52.86","239","209","53.35","36","33","52.17","15.06","84.21","173","154","52.91","121","105","53.54","23","21","52.27","19.01","80.00","243","217","52.83","118","104","53.15","13","12","52.00","11.02","88.46","359","289","55.40","179","141","55.94","3","5","37.50","1.68","96.45","8.99","90.00","0.990"
"7","Boston Bruins","16","731.2667","14","2","0","13","28","0.875","687","659","51.04","515","489","51.29","387","362","51.67","37","24","60.66","32.03","27.78","53.56","361","312","53.64","207","184","52.94","31","21","59.62","14.98","88.59","148","124","54.41","106","91","53.81","20","10","66.67","18.87","89.01","213","188","53.12","101","93","52.06","11","11","50.00","10.89","88.17","292","298","49.49","161","151","51.60","6","3","66.67","3.73","98.01","9.56","93.37","1.029"
"8","Washington Capitals","17","790.0167","7","8","2","7","16","0.471","752","760","49.74","536","564","48.73","362","403","47.32","34","31","52.31","30.95","36.07","46.18","361","376","48.98","184","209","46.82","33","27","55.00","17.93","87.08","141","153","47.96","85","105","44.74","16","20","44.44","18.82","80.95","220","223","49.66","99","104","48.77","17","7","70.83","17.17","93.27","317","323","49.53","143","171","45.54","1","4","20.00","0.70","97.66","9.39","92.31","1.017"
"9","Columbus Blue Jackets","14","689","4","9","1","4","9","0.321","608","756","44.57","446","558","44.42","337","402","45.60","29","47","38.16","25.88","33.61","43.50","284","365","43.76","173","206","45.65","21","40","34.43","12.14","80.58","101","141","41.74","73","104","41.24","12","25","32.43","16.44","75.96","183","224","44.96","100","102","49.50","9","15","37.50","9.00","85.29","266","337","44.11","145","183","44.21","8","7","53.33","5.52","96.17","8.61","88.31","0.969"
"10","Carolina Hurricanes","16","741.7833","10","5","1","8","21","0.656","858","513","62.58","631","397","61.38","424","294","59.05","35","24","59.32","38.17","25.9","59.57","419","264","61.35","222","167","57.07","29","19","60.42","13.06","88.62","178","130","57.79","117","89","56.80","17","12","58.62","14.53","86.52","241","134","64.27","105","78","57.38","12","7","63.16","11.43","91.03","368","196","65.25","186","105","63.92","6","5","54.55","3.23","95.24","8.25","91.84","1.001"
